AirPollutionAttributableDeaths,,,,,,,,,,,
ParentLocationCode,ParentLocation,Location,Period,Dim1,Dim1ValueCode,Dim2,FactValueNumeric,FactValueNumericLow,FactValueNumericHigh,Value,DateModified
EMR,Eastern Mediterranean,Sudan,2016,Female,FMLE,Chronic obstructive pulmonary disease,691.4,408.8,997.6,691.4 [408.8 – 997.6],7/6/18 0:00
AMR,Americas,Ecuador,2016,Male,MLE,Ischaemic heart disease,691.6,529.4,843.3,691.6 [529.4 – 843.3],7/6/18 0:00
AFR,Africa,Guinea-Bissau,2016,Both sexes,BTSX,Total,691.6,544.4,841.6,691.6 [544.4 – 841.6],7/6/18 0:00
EUR,Europe,Turkey,2016,Female,FMLE,"Trachea, bronchus, lung cancers",692.4,433.4,971.7,692.4 [433.4 – 971.7],7/6/18 0:00
EMR,Eastern Mediterranean,Somalia,2016,Male,MLE,Ischaemic heart disease,693.4,586.1,796,693.4 [586.1 – 796],7/6/18 0:00
WPR,Western Pacific,Samoa,2016,Female,FMLE,Ischaemic heart disease,7,4.83,9.28,7 [4.83 – 9.28],7/6/18 0:00
WPR,Western Pacific,Viet Nam,2016,Male,MLE,Stroke,7031,5598,8756,"7,031 [5,598 – 8,756]",7/6/18 0:00
EUR,Europe,Spain,2016,Male,MLE,Total,7057,5179,9302,"7,057 [5,179 – 9,302]",7/6/18 0:00
AMR,Americas,Colombia,2016,Male,MLE,Total,7057,5852,8307,"7,057 [5,852 – 8,307]",7/6/18 0:00
SEAR,South-East Asia,Democratic People's Republic of Korea,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,7108,3955,10812,"7,108 [3,955 – 10,812]",7/6/18 0:00
AMR,Americas,Argentina,2016,Female,FMLE,Total,7126,5285,9371,"7,126 [5,285 – 9,371]",7/6/18 0:00
SEAR,South-East Asia,India,2016,Female,FMLE,"Trachea, bronchus, lung cancers",7130,5106,9123,"7,130 [5,106 – 9,123]",7/6/18 0:00
AFR,Africa,Kenya,2016,Both sexes,BTSX,Total,7135,5524,8796,"7,135 [5,524 – 8,796]",7/6/18 0:00
EUR,Europe,Turkey,2016,Female,FMLE,Ischaemic heart disease,7149,5388,9047,"7,149 [5,388 – 9,047]",7/6/18 0:00
EUR,Europe,Turkey,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,7153,4157,10418,"7,153 [4,157 – 10,418]",7/6/18 0:00
AFR,Africa,Côte d’Ivoire,2016,Male,MLE,Total,7159,5628,8710,"7,159 [5,628 – 8,710]",7/6/18 0:00
AFR,Africa,Burkina Faso,2016,Both sexes,BTSX,Total,7182,5916,8476,"7,182 [5,916 – 8,476]",7/6/18 0:00
AFR,Africa,Nigeria,2016,Female,FMLE,Stroke,7236,6118,8446,"7,236 [6,118 – 8,446]",7/6/18 0:00
SEAR,South-East Asia,Indonesia,2016,Both sexes,BTSX,Lower respiratory infections,7239,3392,12014,"7,239 [3,392 – 12,014]",7/6/18 0:00
EMR,Eastern Mediterranean,Afghanistan,2016,Both sexes,BTSX,Ischaemic heart disease,7271,6229,8333,"7,271 [6,229 – 8,333]",7/6/18 0:00
AMR,Americas,United States of America,2016,Male,MLE,Chronic obstructive pulmonary disease,7356,1953,15045,"7,356 [1,953 – 15,045]",7/6/18 0:00
WPR,Western Pacific,Japan,2016,Female,FMLE,Lower respiratory infections,7362,2466,14232,"7,362 [2,466 – 14,232]",7/6/18 0:00
EMR,Eastern Mediterranean,Yemen,2016,Female,FMLE,Total,7365,6620,8148,"7,365 [6,620 – 8,148]",7/6/18 0:00
AFR,Africa,Mali,2016,Both sexes,BTSX,Total,7366,6139,8734,"7,366 [6,139 – 8,734]",7/6/18 0:00
AFR,Africa,United Republic of Tanzania,2016,Female,FMLE,Total,7379,5837,8989,"7,379 [5,837 – 8,989]",7/6/18 0:00
AFR,Africa,Niger,2016,Male,MLE,Total,7431,6350,8547,"7,431 [6,350 – 8,547]",7/6/18 0:00
AFR,Africa,United Republic of Tanzania,2016,Male,MLE,Total,7452,5881,9094,"7,452 [5,881 – 9,094]",7/6/18 0:00
EMR,Eastern Mediterranean,Saudi Arabia,2016,Male,MLE,Total,7464,6758,8263,"7,464 [6,758 – 8,263]",7/6/18 0:00
EMR,Eastern Mediterranean,Morocco,2016,Both sexes,BTSX,Ischaemic heart disease,7468,5693,9270,"7,468 [5,693 – 9,270]",7/6/18 0:00
AFR,Africa,Ethiopia,2016,Female,FMLE,Lower respiratory infections,7479,5245,9866,"7,479 [5,245 – 9,866]",7/6/18 0:00
SEAR,South-East Asia,Myanmar,2016,Both sexes,BTSX,Stroke,7492,5975,9181,"7,492 [5,975 – 9,181]",7/6/18 0:00
EUR,Europe,Belarus,2016,Both sexes,BTSX,Ischaemic heart disease,7547,5517,9561,"7,547 [5,517 – 9,561]",7/6/18 0:00
WPR,Western Pacific,Philippines,2016,Female,FMLE,Ischaemic heart disease,7552,5909,9091,"7,552 [5,909 – 9,091]",7/6/18 0:00
EUR,Europe,France,2016,Female,FMLE,Total,7565,5466,10721,"7,565 [5,466 – 10,721]",7/6/18 0:00
AFR,Africa,South Africa,2016,Both sexes,BTSX,Lower respiratory infections,7605,4692,10832,"7,605 [4,692 – 10,832]",7/6/18 0:00
EMR,Eastern Mediterranean,Yemen,2016,Both sexes,BTSX,Ischaemic heart disease,7686,6568,8832,"7,686 [6,568 – 8,832]",7/6/18 0:00
AMR,Americas,Argentina,2016,Male,MLE,Total,7694,6031,9756,"7,694 [6,031 – 9,756]",7/6/18 0:00
AFR,Africa,Algeria,2016,Male,MLE,Total,7711,6710,8717,"7,711 [6,710 – 8,717]",7/6/18 0:00
AMR,Americas,Brazil,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,7750,3009,13802,"7,750 [3,009 – 13,802]",7/6/18 0:00
AMR,Americas,United States of America,2016,Female,FMLE,Chronic obstructive pulmonary disease,7796,2070,15946,"7,796 [2,070 – 15,946]",7/6/18 0:00
AFR,Africa,Cameroon,2016,Male,MLE,Total,7805,6777,8855,"7,805 [6,777 – 8,855]",7/6/18 0:00
WPR,Western Pacific,Japan,2016,Female,FMLE,Ischaemic heart disease,7859,4323,12052,"7,859 [4,323 – 12,052]",7/6/18 0:00
WPR,Western Pacific,Japan,2016,Male,MLE,Lower respiratory infections,7872,2637,15219,"7,872 [2,637 – 15,219]",7/6/18 0:00
EMR,Eastern Mediterranean,Syrian Arab Republic,2016,Both sexes,BTSX,Total,7874,6788,9003,"7,874 [6,788 – 9,003]",7/6/18 0:00
AFR,Africa,Algeria,2016,Both sexes,BTSX,Ischaemic heart disease,7904,6306,9503,"7,904 [6,306 – 9,503]",7/6/18 0:00
EMR,Eastern Mediterranean,Yemen,2016,Male,MLE,Total,7926,7094,8782,"7,926 [7,094 – 8,782]",7/6/18 0:00
WPR,Western Pacific,Japan,2016,Male,MLE,Ischaemic heart disease,7927,5487,10418,"7,927 [5,487 – 10,418]",7/6/18 0:00
WPR,Western Pacific,Japan,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,7939,2992,14276,"7,939 [2,992 – 14,276]",7/6/18 0:00
EUR,Europe,United Kingdom of Great Britain and Northern Ireland,2016,Both sexes,BTSX,Ischaemic heart disease,7943,5344,10666,"7,943 [5,344 – 10,666]",7/6/18 0:00
EUR,Europe,Romania,2016,Female,FMLE,Total,7983,5818,10797,"7,983 [5,818 – 10,797]",7/6/18 0:00
AMR,Americas,Bahamas,2016,Male,MLE,Lower respiratory infections,7.02,3.35,11.41,7.02 [3.35 – 11.41],7/6/18 0:00
SEAR,South-East Asia,Bhutan,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",7.04,4.32,10.06,7.04 [4.32 – 10.06],7/6/18 0:00
WPR,Western Pacific,Kiribati,2016,Both sexes,BTSX,Stroke,7.04,5.24,9.1,7.04 [5.24 – 9.1],7/6/18 0:00
AFR,Africa,Guinea,2016,Male,MLE,"Trachea, bronchus, lung cancers",7.05,3.84,10.87,7.05 [3.84 – 10.87],7/6/18 0:00
AFR,Africa,Chad,2016,Female,FMLE,"Trachea, bronchus, lung cancers",7.15,4.62,9.77,7.15 [4.62 – 9.77],7/6/18 0:00
WPR,Western Pacific,Tonga,2016,Male,MLE,Ischaemic heart disease,7.18,5.56,8.73,7.18 [5.56 – 8.73],7/6/18 0:00
AMR,Americas,Bahamas,2016,Female,FMLE,Lower respiratory infections,7.2,3.44,11.7,7.2 [3.44 – 11.7],7/6/18 0:00
WPR,Western Pacific,Vanuatu,2016,Both sexes,BTSX,Lower respiratory infections,7.24,2.15,14.61,7.24 [2.15 – 14.61],7/6/18 0:00
AMR,Americas,Antigua and Barbuda,2016,Male,MLE,Ischaemic heart disease,7.24,5.6,8.76,7.24 [5.6 – 8.76],7/6/18 0:00
EMR,Eastern Mediterranean,Qatar,2016,Female,FMLE,Lower respiratory infections,7.24,5.75,8.69,7.24 [5.75 – 8.69],7/6/18 0:00
AFR,Africa,Congo,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",7.35,4.52,10.46,7.35 [4.52 – 10.46],7/6/18 0:00
WPR,Western Pacific,Brunei Darussalam,2016,Both sexes,BTSX,Stroke,7.36,4.41,12.52,7.36 [4.41 – 12.52],7/6/18 0:00
AMR,Americas,Suriname,2016,Male,MLE,Chronic obstructive pulmonary disease,7.41,3.91,11.73,7.41 [3.91 – 11.73],7/6/18 0:00
EMR,Eastern Mediterranean,Qatar,2016,Female,FMLE,Stroke,7.42,6.3,8.72,7.42 [6.3 – 8.72],7/6/18 0:00
SEAR,South-East Asia,Maldives,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,7.46,2,14.89,7.46 [2 – 14.89],7/6/18 0:00
WPR,Western Pacific,Brunei Darussalam,2016,Female,FMLE,Ischaemic heart disease,7.65,4.96,10.65,7.65 [4.96 – 10.65],7/6/18 0:00
AMR,Americas,Grenada,2016,Both sexes,BTSX,Stroke,7.75,5.26,11.81,7.75 [5.26 – 11.81],7/6/18 0:00
AMR,Americas,Jamaica,2016,Female,FMLE,"Trachea, bronchus, lung cancers",7.81,3.84,12.97,7.81 [3.84 – 12.97],7/6/18 0:00
EUR,Europe,Iceland,2016,Both sexes,BTSX,Stroke,7.91,2.76,24.4,7.91 [2.76 – 24.4],7/6/18 0:00
WPR,Western Pacific,Fiji,2016,Male,MLE,Stroke,7.91,5.72,10.66,7.91 [5.72 – 10.66],7/6/18 0:00
AFR,Africa,Cabo Verde,2016,Both sexes,BTSX,Lower respiratory infections,70.14,47.62,94.4,70.14 [47.62 – 94.4],7/6/18 0:00
EMR,Eastern Mediterranean,United Arab Emirates,2016,Female,FMLE,Stroke,70.27,59.29,82.55,70.27 [59.29 – 82.55],7/6/18 0:00
EUR,Europe,Montenegro,2016,Male,MLE,Stroke,70.31,47.17,109.2,70.31 [47.17 – 109.2],7/6/18 0:00
AMR,Americas,Nicaragua,2016,Female,FMLE,Lower respiratory infections,70.56,34.48,114,70.56 [34.48 – 114],7/6/18 0:00
AFR,Africa,Lesotho,2016,Female,FMLE,Chronic obstructive pulmonary disease,70.66,38.72,109.4,70.66 [38.72 – 109.4],7/6/18 0:00
EMR,Eastern Mediterranean,Kuwait,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,70.73,43.53,99.78,70.73 [43.53 – 99.78],7/6/18 0:00
AFR,Africa,Comoros,2016,Both sexes,BTSX,Ischaemic heart disease,70.91,57.73,82.98,70.91 [57.73 – 82.98],7/6/18 0:00
AMR,Americas,Canada,2016,Both sexes,BTSX,Stroke,700.7,267.6,1957,"700.7 [267.6 – 1,957]",7/6/18 0:00
AFR,Africa,Madagascar,2016,Male,MLE,Stroke,700.8,557.5,858.5,700.8 [557.5 – 858.5],7/6/18 0:00
EUR,Europe,Romania,2016,Male,MLE,"Trachea, bronchus, lung cancers",702.2,353.8,1145,"702.2 [353.8 – 1,145]",7/6/18 0:00
AFR,Africa,Uganda,2016,Male,MLE,Stroke,707.2,600,824.1,707.2 [600 – 824.1],7/6/18 0:00
EUR,Europe,Romania,2016,Male,MLE,Chronic obstructive pulmonary disease,707.9,301.5,1216,"707.9 [301.5 – 1,216]",7/6/18 0:00
AFR,Africa,Nigeria,2016,Male,MLE,Total,71081,60202,82906,"71,081 [60,202 – 82,906]",7/6/18 0:00
EUR,Europe,Albania,2016,Both sexes,BTSX,Lower respiratory infections,71.04,36.13,112.7,71.04 [36.13 – 112.7],7/6/18 0:00
EUR,Europe,Albania,2016,Male,MLE,Chronic obstructive pulmonary disease,71.05,34.13,117.2,71.05 [34.13 – 117.2],7/6/18 0:00
EMR,Eastern Mediterranean,Syrian Arab Republic,2016,Female,FMLE,"Trachea, bronchus, lung cancers",71.05,44.38,99.95,71.05 [44.38 – 99.95],7/6/18 0:00
SEAR,South-East Asia,Bhutan,2016,Female,FMLE,Ischaemic heart disease,71.38,60.76,81.25,71.38 [60.76 – 81.25],7/6/18 0:00
EUR,Europe,Cyprus,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,71.48,32.8,119.1,71.48 [32.8 – 119.1],7/6/18 0:00
AMR,Americas,Uruguay,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",71.71,29.37,130.4,71.71 [29.37 – 130.4],7/6/18 0:00
AMR,Americas,Dominican Republic,2016,Female,FMLE,Chronic obstructive pulmonary disease,71.93,29.17,124.9,71.93 [29.17 – 124.9],7/6/18 0:00
EUR,Europe,Kazakhstan,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,712.9,270.8,1279,"712.9 [270.8 – 1,279]",7/6/18 0:00
EUR,Europe,Greece,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",715,368.2,1152,"715 [368.2 – 1,152]",7/6/18 0:00
EUR,Europe,Belgium,2016,Both sexes,BTSX,Lower respiratory infections,716.2,266.9,1310,"716.2 [266.9 – 1,310]",7/6/18 0:00
AMR,Americas,Chile,2016,Female,FMLE,Ischaemic heart disease,717.9,503.5,934,717.9 [503.5 – 934],7/6/18 0:00
EMR,Eastern Mediterranean,Pakistan,2016,Male,MLE,Total,72101,64593,80540,"72,101 [64,593 – 80,540]",7/6/18 0:00
AFR,Africa,Eritrea,2016,Female,FMLE,Chronic obstructive pulmonary disease,72.25,42.01,105.2,72.25 [42.01 – 105.2],7/6/18 0:00
AFR,Africa,Kenya,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",72.34,41.51,107.6,72.34 [41.51 – 107.6],7/6/18 0:00
EUR,Europe,Finland,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,72.35,10.43,173.8,72.35 [10.43 – 173.8],7/6/18 0:00
WPR,Western Pacific,Lao People's Democratic Republic,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",72.38,40.23,109.9,72.38 [40.23 – 109.9],7/6/18 0:00
EUR,Europe,Lithuania,2016,Male,MLE,"Trachea, bronchus, lung cancers",72.54,34.4,122.8,72.54 [34.4 – 122.8],7/6/18 0:00
AFR,Africa,Equatorial Guinea,2016,Both sexes,BTSX,Stroke,72.61,61.12,85.39,72.61 [61.12 – 85.39],7/6/18 0:00
EMR,Eastern Mediterranean,Djibouti,2016,Male,MLE,Ischaemic heart disease,72.74,61.97,83.47,72.74 [61.97 – 83.47],7/6/18 0:00
SEAR,South-East Asia,Sri Lanka,2016,Male,MLE,"Trachea, bronchus, lung cancers",72.99,37.14,119.1,72.99 [37.14 – 119.1],7/6/18 0:00
AFR,Africa,Rwanda,2016,Female,FMLE,Lower respiratory infections,722.8,523.1,933.1,722.8 [523.1 – 933.1],7/6/18 0:00
AFR,Africa,Mali,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,723.4,404,1099,"723.4 [404 – 1,099]",7/6/18 0:00
EUR,Europe,Serbia,2016,Male,MLE,Stroke,725.1,511.3,1035,"725.1 [511.3 – 1,035]",7/6/18 0:00
EUR,Europe,Armenia,2016,Male,MLE,Ischaemic heart disease,726,570.2,879.6,726 [570.2 – 879.6],7/6/18 0:00
EUR,Europe,Republic of Moldova,2016,Both sexes,BTSX,Stroke,727.5,500.3,1113,"727.5 [500.3 – 1,113]",7/6/18 0:00
EUR,Europe,Russian Federation,2016,Both sexes,BTSX,Ischaemic heart disease,73168,53180,93419,"73,168 [53,180 – 93,419]",7/6/18 0:00
EUR,Europe,Lithuania,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,73.1,27.97,130.6,73.1 [27.97 – 130.6],7/6/18 0:00
EUR,Europe,Austria,2016,Female,FMLE,Lower respiratory infections,73.32,26.47,136.3,73.32 [26.47 – 136.3],7/6/18 0:00
WPR,Western Pacific,Papua New Guinea,2016,Female,FMLE,Chronic obstructive pulmonary disease,73.54,27.59,132.7,73.54 [27.59 – 132.7],7/6/18 0:00
EMR,Eastern Mediterranean,United Arab Emirates,2016,Male,MLE,Lower respiratory infections,73.65,54.2,94.28,73.65 [54.2 – 94.28],7/6/18 0:00
EMR,Eastern Mediterranean,Yemen,2016,Male,MLE,"Trachea, bronchus, lung cancers",73.7,46.67,102.3,73.7 [46.67 – 102.3],7/6/18 0:00
EUR,Europe,Kyrgyzstan,2016,Female,FMLE,Lower respiratory infections,73.94,42.74,110.7,73.94 [42.74 – 110.7],7/6/18 0:00
WPR,Western Pacific,Republic of Korea,2016,Female,FMLE,"Trachea, bronchus, lung cancers",730.4,407.1,1106,"730.4 [407.1 – 1,106]",7/6/18 0:00
AFR,Africa,Chad,2016,Female,FMLE,Ischaemic heart disease,733.1,615.9,853.7,733.1 [615.9 – 853.7],7/6/18 0:00
AMR,Americas,Guatemala,2016,Male,MLE,Lower respiratory infections,736.9,426.3,1079,"736.9 [426.3 – 1,079]",7/6/18 0:00
AMR,Americas,Paraguay,2016,Male,MLE,Total,738.9,607.9,895.3,738.9 [607.9 – 895.3],7/6/18 0:00
AMR,Americas,Paraguay,2016,Female,FMLE,Lower respiratory infections,74.33,24.63,144.3,74.33 [24.63 – 144.3],7/6/18 0:00
EUR,Europe,Lithuania,2016,Both sexes,BTSX,Lower respiratory infections,74.61,25.48,142.5,74.61 [25.48 – 142.5],7/6/18 0:00
AMR,Americas,Nicaragua,2016,Male,MLE,Chronic obstructive pulmonary disease,74.68,34.78,124.5,74.68 [34.78 – 124.5],7/6/18 0:00
AFR,Africa,Côte d’Ivoire,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,740.2,394.6,1163,"740.2 [394.6 – 1,163]",7/6/18 0:00
AMR,Americas,Ecuador,2016,Both sexes,BTSX,Lower respiratory infections,742.7,318.7,1269,"742.7 [318.7 – 1,269]",7/6/18 0:00
AMR,Americas,Colombia,2016,Female,FMLE,Lower respiratory infections,742.7,350.1,1225,"742.7 [350.1 – 1,225]",7/6/18 0:00
EMR,Eastern Mediterranean,United Arab Emirates,2016,Male,MLE,Ischaemic heart disease,749.9,634.9,872.2,749.9 [634.9 – 872.2],7/6/18 0:00
EUR,Europe,Norway,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",75.06,24.64,150.4,75.06 [24.64 – 150.4],7/6/18 0:00
EMR,Eastern Mediterranean,Oman,2016,Male,MLE,Stroke,75.3,63.82,87.95,75.3 [63.82 – 87.95],7/6/18 0:00
WPR,Western Pacific,Mongolia,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",75.43,46.6,107.3,75.43 [46.6 – 107.3],7/6/18 0:00
AFR,Africa,Eswatini,2016,Male,MLE,Lower respiratory infections,75.76,35.78,123.3,75.76 [35.78 – 123.3],7/6/18 0:00
EUR,Europe,Latvia,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",75.94,37.58,125.6,75.94 [37.58 – 125.6],7/6/18 0:00
WPR,Western Pacific,Mongolia,2016,Both sexes,BTSX,Ischaemic heart disease,752.2,622.2,872.9,752.2 [622.2 – 872.9],7/6/18 0:00
AFR,Africa,Togo,2016,Female,FMLE,Lower respiratory infections,752.9,523.3,1001,"752.9 [523.3 – 1,001]",7/6/18 0:00
EUR,Europe,Latvia,2016,Male,MLE,Total,753.7,607.7,907.7,753.7 [607.7 – 907.7],7/6/18 0:00
SEAR,South-East Asia,Bangladesh,2016,Female,FMLE,"Trachea, bronchus, lung cancers",754.4,498.3,1013,"754.4 [498.3 – 1,013]",7/6/18 0:00
AMR,Americas,Venezuela (Bolivarian Republic of),2016,Male,MLE,Stroke,755.7,550.5,1090,"755.7 [550.5 – 1,090]",7/6/18 0:00
WPR,Western Pacific,Malaysia,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,756.8,334.5,1281,"756.8 [334.5 – 1,281]",7/6/18 0:00
AFR,Africa,Namibia,2016,Both sexes,BTSX,Total,757.8,611.4,921.6,757.8 [611.4 – 921.6],7/6/18 0:00
EUR,Europe,Croatia,2016,Male,MLE,Ischaemic heart disease,758.2,564.7,949.5,758.2 [564.7 – 949.5],7/6/18 0:00
EUR,Europe,Croatia,2016,Female,FMLE,"Trachea, bronchus, lung cancers",76.08,39.89,121.2,76.08 [39.89 – 121.2],7/6/18 0:00
EUR,Europe,Ireland,2016,Female,FMLE,Stroke,76.26,26.7,206.7,76.26 [26.7 – 206.7],7/6/18 0:00
EUR,Europe,Switzerland,2016,Female,FMLE,"Trachea, bronchus, lung cancers",76.31,34.26,134,76.31 [34.26 – 134],7/6/18 0:00
AFR,Africa,Equatorial Guinea,2016,Male,MLE,Ischaemic heart disease,76.83,65.94,88.07,76.83 [65.94 – 88.07],7/6/18 0:00
EUR,Europe,Cyprus,2016,Female,FMLE,Ischaemic heart disease,76.85,48.83,107.5,76.85 [48.83 – 107.5],7/6/18 0:00
AFR,Africa,Gambia,2016,Both sexes,BTSX,Total,760.3,621.7,902.4,760.3 [621.7 – 902.4],7/6/18 0:00
AMR,Americas,Argentina,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",763.2,370.9,1274,"763.2 [370.9 – 1,274]",7/6/18 0:00
AFR,Africa,Burundi,2016,Both sexes,BTSX,Ischaemic heart disease,766.1,640,882.6,766.1 [640 – 882.6],7/6/18 0:00
AFR,Africa,Benin,2016,Both sexes,BTSX,Stroke,767.1,633.7,921.9,767.1 [633.7 – 921.9],7/6/18 0:00
WPR,Western Pacific,Australia,2016,Both sexes,BTSX,Chronic obstructive pulmonary disease,768,233,1512,"768 [233 – 1,512]",7/6/18 0:00
WPR,Western Pacific,Cambodia,2016,Male,MLE,Lower respiratory infections,769.4,471.3,1096,"769.4 [471.3 – 1,096]",7/6/18 0:00
SEAR,South-East Asia,India,2016,Male,MLE,Stroke,77348,65756,90411,"77,348 [65,756 – 90,411]",7/6/18 0:00
AMR,Americas,United States of America,2016,Both sexes,BTSX,Total,77550,55437,103608,"77,550 [55,437 – 103,608]",7/6/18 0:00
EMR,Eastern Mediterranean,Morocco,2016,Female,FMLE,"Trachea, bronchus, lung cancers",77.58,45.77,113.3,77.58 [45.77 – 113.3],7/6/18 0:00
AMR,Americas,Dominican Republic,2016,Female,FMLE,Ischaemic heart disease,770.5,576.9,954.5,770.5 [576.9 – 954.5],7/6/18 0:00
AFR,Africa,Malawi,2016,Female,FMLE,Lower respiratory infections,772.2,435.7,1153,"772.2 [435.7 – 1,153]",7/6/18 0:00
WPR,Western Pacific,Malaysia,2016,Male,MLE,Stroke,772.2,573.8,1042,"772.2 [573.8 – 1,042]",7/6/18 0:00
AFR,Africa,Senegal,2016,Both sexes,BTSX,Stroke,772.6,624.6,941.8,772.6 [624.6 – 941.8],7/6/18 0:00
EMR,Eastern Mediterranean,Somalia,2016,Both sexes,BTSX,Stroke,773.2,637.9,918.3,773.2 [637.9 – 918.3],7/6/18 0:00
EUR,Europe,Lithuania,2016,Male,MLE,Ischaemic heart disease,776.3,562.7,988.3,776.3 [562.7 – 988.3],7/6/18 0:00
EMR,Eastern Mediterranean,Tunisia,2016,Both sexes,BTSX,Lower respiratory infections,776.8,563.9,999.9,776.8 [563.9 – 999.9],7/6/18 0:00
AFR,Africa,Rwanda,2016,Male,MLE,Lower respiratory infections,777.6,562.7,1004,"777.6 [562.7 – 1,004]",7/6/18 0:00
AFR,Africa,Sierra Leone,2016,Female,FMLE,Lower respiratory infections,778.2,407.5,1208,"778.2 [407.5 – 1,208]",7/6/18 0:00
AFR,Africa,Congo,2016,Male,MLE,Total,779.8,666.3,904.3,779.8 [666.3 – 904.3],7/6/18 0:00
EUR,Europe,Israel,2016,Female,FMLE,"Trachea, bronchus, lung cancers",78.23,41.8,122.4,78.23 [41.8 – 122.4],7/6/18 0:00
EUR,Europe,Slovenia,2016,Male,MLE,"Trachea, bronchus, lung cancers",78.5,40.41,126.5,78.5 [40.41 – 126.5],7/6/18 0:00
AFR,Africa,Namibia,2016,Female,FMLE,Stroke,78.5,58.07,107.3,78.5 [58.07 – 107.3],7/6/18 0:00
EUR,Europe,Armenia,2016,Both sexes,BTSX,Lower respiratory infections,78.57,54.39,105,78.57 [54.39 – 105],7/6/18 0:00
EUR,Europe,Slovenia,2016,Male,MLE,Stroke,78.6,49.18,133.6,78.6 [49.18 – 133.6],7/6/18 0:00
AFR,Africa,Democratic Republic of the Congo,2016,Both sexes,BTSX,"Trachea, bronchus, lung cancers",78.84,47.76,113.4,78.84 [47.76 – 113.4],7/6/18 0:00
AMR,Americas,Barbados,2016,Female,FMLE,Total,78.9,62.3,97.85,78.9 [62.3 – 97.85],7/6/18 0:00
EUR,Europe,Albania,2016,Female,FMLE,Total,780,605.7,1023,"780 [605.7 – 1,023]",7/6/18 0:00
WPR,Western Pacific,Philippines,2016,Male,MLE,"Trachea, bronchus, lung cancers",780.4,411.6,1239,"780.4 [411.6 – 1,239]",7/6/18 0:00
AFR,Africa,Congo,2016,Both sexes,BTSX,Lower respiratory infections,781,575.2,998.8,781 [575.2 – 998.8],7/6/18 0:00
AFR,Africa,Mali,2016,Male,MLE,Ischaemic heart disease,786.2,649.9,917,786.2 [649.9 – 917],7/6/18 0:00
WPR,Western Pacific,Cambodia,2016,Male,MLE,Ischaemic heart disease,786.7,654.7,909.7,786.7 [654.7 – 909.7],7/6/18 0:00
WPR,Western Pacific,Cambodia,2016,Female,FMLE,Lower respiratory infections,787,482.1,1121,"787 [482.1 – 1,121]",7/6/18 0:00
EUR,Europe,Belgium,2016,Female,FMLE,Ischaemic heart disease,787.9,449.7,1177,"787.9 [449.7 – 1,177]",7/6/18 0:00
EUR,Europe,Bosnia and Herzegovina,2016,Female,FMLE,Ischaemic heart disease,788,550.7,1037,"788 [550.7 – 1,037]",7/6/18 0:00
EUR,Europe,Azerbaijan,2016,Both sexes,BTSX,Stroke,789.2,569.4,1121,"789.2 [569.4 – 1,121]",7/6/18 0:00
AFR,Africa,Malawi,2016,Both sexes,BTSX,Ischaemic heart disease,789.4,619.4,958.6,789.4 [619.4 – 958.6],7/6/18 0:00
EMR,Eastern Mediterranean,Bahrain,2016,Female,FMLE,Total,79.04,70.03,89.25,79.04 [70.03 – 89.25],7/6/18 0:00
AFR,Africa,Liberia,2016,Male,MLE,Stroke,79.21,60.53,101,79.21 [60.53 – 101],7/6/18 0:00
EUR,Europe,Switzerland,2016,Male,MLE,Lower respiratory infections,79.41,23.35,162.2,79.41 [23.35 – 162.2],7/6/18 0:00
AMR,Americas,Paraguay,2016,Male,MLE,Chronic obstructive pulmonary disease,79.91,30.2,143.6,79.91 [30.2 – 143.6],7/6/18 0:00
WPR,Western Pacific,Fiji,2016,Female,FMLE,Total,79.98,63.11,97.4,79.98 [63.11 – 97.4],7/6/18 0:00
AFR,Africa,United Republic of Tanzania,2016,Male,MLE,Stroke,791.9,635,982.9,791.9 [635 – 982.9],7/6/18 0:00
AMR,Americas,Chile,2016,Both sexes,BTSX,Lower respiratory infections,792.6,445.2,1200,"792.6 [445.2 – 1,200]",7/6/18 0:00
